"","celltype"
"cell_49578","Nascent mesoderm"
"cell_49579","ExE endoderm"
"cell_49580","Intermediate mesoderm"
"cell_49581","Visceral endoderm"
"cell_49582","Rostral neurectoderm"
"cell_49583","ExE endoderm"
"cell_49584",NA
"cell_49585","ExE endoderm"
"cell_49586","Surface ectoderm"
"cell_49587","Nascent mesoderm"
"cell_49588",NA
"cell_49589","Primitive Streak"
"cell_49590","ExE ectoderm"
"cell_49591","ExE ectoderm"
"cell_49592","Epiblast"
"cell_49593","Def. endoderm"
"cell_49594","Def. endoderm"
"cell_49595","Intermediate mesoderm"
"cell_49596","Mixed mesoderm"
"cell_49597","ExE ectoderm"
"cell_49598","Def. endoderm"
"cell_49599","ExE ectoderm"
"cell_49600","Nascent mesoderm"
"cell_49601","Rostral neurectoderm"
"cell_49602","ExE ectoderm"
"cell_49603","Blood progenitors 1"
"cell_49604","Primitive Streak"
"cell_49605","ExE ectoderm"
"cell_49606","Blood progenitors 1"
"cell_49607","ExE ectoderm"
"cell_49608","ExE ectoderm"
"cell_49609","Rostral neurectoderm"
"cell_49610","Mesenchyme"
"cell_49611","Rostral neurectoderm"
"cell_49612","Def. endoderm"
"cell_49613",NA
"cell_49614","Nascent mesoderm"
"cell_49615","Epiblast"
"cell_49616","ExE ectoderm"
"cell_49617","ExE endoderm"
"cell_49618","ExE ectoderm"
"cell_49619",NA
"cell_49620","Epiblast"
"cell_49621","Primitive Streak"
"cell_49622","Blood progenitors 2"
"cell_49623","ExE ectoderm"
"cell_49624","ExE endoderm"
"cell_49625","ExE ectoderm"
"cell_49626","Rostral neurectoderm"
"cell_49627","ExE ectoderm"
"cell_49628","Mesenchyme"
"cell_49629","Epiblast"
"cell_49630","Blood progenitors 1"
"cell_49631","ExE endoderm"
"cell_49632","Nascent mesoderm"
"cell_49633","Intermediate mesoderm"
"cell_49634","Primitive Streak"
"cell_49635","Intermediate mesoderm"
"cell_49636","ExE endoderm"
"cell_49637",NA
"cell_49638","ExE mesoderm"
"cell_49639","ExE endoderm"
"cell_49640",NA
"cell_49641","Mixed mesoderm"
"cell_49642","Primitive Streak"
"cell_49643","Paraxial mesoderm"
"cell_49644","Mixed mesoderm"
"cell_49645","Haematoendothelial progenitors"
"cell_49646","Epiblast"
"cell_49647","Blood progenitors 1"
"cell_49648","ExE endoderm"
"cell_49649","Epiblast"
"cell_49650","ExE ectoderm"
"cell_49651","Def. endoderm"
"cell_49652","Epiblast"
"cell_49653","Rostral neurectoderm"
"cell_49654","Caudal epiblast"
"cell_49655","Epiblast"
"cell_49656","ExE endoderm"
"cell_49657","Rostral neurectoderm"
"cell_49658",NA
"cell_49659","Primitive Streak"
"cell_49660","Pharyngeal mesoderm"
"cell_49661","Notochord"
"cell_49662","ExE ectoderm"
"cell_49663","ExE ectoderm"
"cell_49664",NA
"cell_49665",NA
"cell_49666","Mesenchyme"
"cell_49667","Anterior Primitive Streak"
"cell_49668","Primitive Streak"
"cell_49669","ExE endoderm"
"cell_49670","Paraxial mesoderm"
"cell_49671","ExE endoderm"
"cell_49672",NA
"cell_49673","ExE ectoderm"
"cell_49674","ExE endoderm"
"cell_49675","Nascent mesoderm"
"cell_49676","Def. endoderm"
"cell_49677","Anterior Primitive Streak"
"cell_49678","Nascent mesoderm"
"cell_49679","ExE ectoderm"
"cell_49680","Rostral neurectoderm"
"cell_49681","ExE ectoderm"
"cell_49682","Mesenchyme"
"cell_49683","Mesenchyme"
"cell_49684","Anterior Primitive Streak"
"cell_49685","ExE ectoderm"
"cell_49686","ExE endoderm"
"cell_49687","Caudal Mesoderm"
"cell_49688","Mixed mesoderm"
"cell_49689","Epiblast"
"cell_49690","Epiblast"
"cell_49691","Mesenchyme"
"cell_49692","Primitive Streak"
"cell_49693","Caudal epiblast"
"cell_49694","Caudal Mesoderm"
"cell_49695","Paraxial mesoderm"
"cell_49696","Mesenchyme"
"cell_49697","ExE ectoderm"
"cell_49698","Def. endoderm"
"cell_49699",NA
"cell_49700","ExE ectoderm"
"cell_49701","ExE endoderm"
"cell_49702","ExE ectoderm"
"cell_49703","Nascent mesoderm"
"cell_49704","ExE ectoderm"
"cell_49705","Rostral neurectoderm"
"cell_49706",NA
"cell_49707",NA
"cell_49708","Surface ectoderm"
"cell_49709","Rostral neurectoderm"
"cell_49710","Blood progenitors 2"
"cell_49711","Nascent mesoderm"
"cell_49712","Mesenchyme"
"cell_49713","Nascent mesoderm"
"cell_49714","ExE mesoderm"
"cell_49715","ExE endoderm"
"cell_49716","Pharyngeal mesoderm"
"cell_49717","ExE ectoderm"
"cell_49718",NA
"cell_49719","Nascent mesoderm"
"cell_49720","ExE ectoderm"
"cell_49721","Haematoendothelial progenitors"
"cell_49722",NA
"cell_49723",NA
"cell_49724","Rostral neurectoderm"
"cell_49725","Rostral neurectoderm"
"cell_49726","Epiblast"
"cell_49727","ExE endoderm"
"cell_49728","ExE ectoderm"
"cell_49729","ExE ectoderm"
"cell_49730","Rostral neurectoderm"
"cell_49731","Primitive Streak"
"cell_49732",NA
"cell_49733","Blood progenitors 1"
"cell_49734","Rostral neurectoderm"
"cell_49735","ExE endoderm"
"cell_49736",NA
"cell_49737","ExE endoderm"
"cell_49738","Nascent mesoderm"
"cell_49739","Gut"
"cell_49740","PGC"
"cell_49741","Epiblast"
"cell_49742","Primitive Streak"
"cell_49743","Rostral neurectoderm"
"cell_49744","ExE endoderm"
"cell_49745","Mesenchyme"
"cell_49746","ExE endoderm"
"cell_49747",NA
"cell_49748",NA
"cell_49749",NA
"cell_49750","ExE ectoderm"
"cell_49751","Rostral neurectoderm"
"cell_49752","Epiblast"
"cell_49753",NA
"cell_49754","Haematoendothelial progenitors"
"cell_49755","Nascent mesoderm"
"cell_49756","Paraxial mesoderm"
"cell_49757","Mixed mesoderm"
"cell_49758","ExE ectoderm"
"cell_49759","Epiblast"
"cell_49760","ExE endoderm"
"cell_49761","ExE ectoderm"
"cell_49762",NA
"cell_49763","Nascent mesoderm"
"cell_49764","Epiblast"
"cell_49765","Mesenchyme"
"cell_49766","ExE endoderm"
"cell_49767","Paraxial mesoderm"
"cell_49768","Epiblast"
"cell_49769","ExE ectoderm"
"cell_49770","Mixed mesoderm"
"cell_49771","Caudal epiblast"
"cell_49772","Epiblast"
"cell_49773","Mesenchyme"
"cell_49774","Caudal epiblast"
"cell_49775","Mixed mesoderm"
"cell_49776","Rostral neurectoderm"
"cell_49777","Caudal epiblast"
"cell_49778","Mixed mesoderm"
"cell_49779","Mixed mesoderm"
"cell_49780","Caudal epiblast"
"cell_49781","ExE ectoderm"
"cell_49782","ExE ectoderm"
"cell_49783","Rostral neurectoderm"
"cell_49784",NA
"cell_49785","Primitive Streak"
"cell_49786",NA
"cell_49787","Rostral neurectoderm"
"cell_49788","Primitive Streak"
"cell_49789","Mixed mesoderm"
"cell_49790","Primitive Streak"
"cell_49791","ExE endoderm"
"cell_49792","Mixed mesoderm"
"cell_49793","Caudal epiblast"
"cell_49794",NA
"cell_49795","Mixed mesoderm"
"cell_49796","Epiblast"
"cell_49797","Mesenchyme"
"cell_49798","Somitic mesoderm"
"cell_49799","Caudal epiblast"
"cell_49800","ExE endoderm"
"cell_49801","ExE endoderm"
"cell_49802","Epiblast"
"cell_49803","Rostral neurectoderm"
"cell_49804","Epiblast"
"cell_49805","Rostral neurectoderm"
"cell_49806",NA
"cell_49807","Rostral neurectoderm"
"cell_49808","ExE endoderm"
"cell_49809","ExE ectoderm"
"cell_49810",NA
"cell_49811","Caudal epiblast"
"cell_49812",NA
"cell_49813","Intermediate mesoderm"
"cell_49814",NA
"cell_49815","ExE ectoderm"
"cell_49816","ExE ectoderm"
"cell_49817","Mixed mesoderm"
"cell_49818",NA
"cell_49819","Nascent mesoderm"
"cell_49820","Epiblast"
"cell_49821","Caudal Mesoderm"
"cell_49822","ExE ectoderm"
"cell_49823","ExE ectoderm"
"cell_49824","Notochord"
"cell_49825","Def. endoderm"
"cell_49826","Mixed mesoderm"
"cell_49827","ExE endoderm"
"cell_49828","Pharyngeal mesoderm"
"cell_49829","Rostral neurectoderm"
"cell_49830","ExE endoderm"
"cell_49831","Caudal epiblast"
"cell_49832","Rostral neurectoderm"
"cell_49833","ExE endoderm"
"cell_49834","Pharyngeal mesoderm"
"cell_49835",NA
"cell_49836",NA
"cell_49837","Blood progenitors 1"
"cell_49838","Caudal epiblast"
"cell_49839",NA
"cell_49840","ExE ectoderm"
"cell_49841",NA
"cell_49842","Mesenchyme"
"cell_49843","ExE endoderm"
"cell_49844","Rostral neurectoderm"
"cell_49845","Primitive Streak"
"cell_49846","Blood progenitors 1"
"cell_49847",NA
"cell_49848","Blood progenitors 1"
"cell_49849","Mesenchyme"
"cell_49850","Haematoendothelial progenitors"
"cell_49851",NA
"cell_49852",NA
"cell_49853",NA
"cell_49854",NA
"cell_49855","Blood progenitors 2"
"cell_49856","Surface ectoderm"
"cell_49857","ExE ectoderm"
"cell_49858","Epiblast"
"cell_49859","ExE ectoderm"
"cell_49860","ExE endoderm"
"cell_49861",NA
"cell_49862","ExE endoderm"
"cell_49863","Nascent mesoderm"
"cell_49864","ExE endoderm"
"cell_49865","Mixed mesoderm"
"cell_49866","ExE endoderm"
"cell_49867","Intermediate mesoderm"
"cell_49868","Rostral neurectoderm"
"cell_49869","ExE endoderm"
"cell_49870","Visceral endoderm"
"cell_49871",NA
"cell_49872","Primitive Streak"
"cell_49873",NA
"cell_49874","Notochord"
"cell_49875","Caudal epiblast"
"cell_49876","ExE ectoderm"
"cell_49877","Rostral neurectoderm"
"cell_49878","ExE ectoderm"
"cell_49879","Caudal epiblast"
"cell_49880","Rostral neurectoderm"
"cell_49881","Nascent mesoderm"
"cell_49882","Blood progenitors 2"
"cell_49883","ExE endoderm"
"cell_49884","Epiblast"
"cell_49885","Epiblast"
"cell_49886","ExE ectoderm"
"cell_49887","Epiblast"
"cell_49888",NA
"cell_49889","ExE endoderm"
"cell_49890","ExE endoderm"
"cell_49891","Notochord"
"cell_49892","Intermediate mesoderm"
"cell_49893",NA
"cell_49894","Mixed mesoderm"
"cell_49895","ExE endoderm"
"cell_49896","Epiblast"
"cell_49897","Blood progenitors 2"
"cell_49898","Epiblast"
"cell_49899","Nascent mesoderm"
"cell_49900","Rostral neurectoderm"
"cell_49901","Primitive Streak"
"cell_49902","Mixed mesoderm"
"cell_49903","Blood progenitors 2"
"cell_49904","Nascent mesoderm"
"cell_49905","Notochord"
"cell_49906","ExE ectoderm"
"cell_49907","ExE ectoderm"
"cell_49908","ExE endoderm"
"cell_49909","ExE ectoderm"
"cell_49910","ExE endoderm"
"cell_49911","ExE ectoderm"
"cell_49912","Rostral neurectoderm"
"cell_49913","ExE ectoderm"
"cell_49914","Rostral neurectoderm"
"cell_49915","Anterior Primitive Streak"
"cell_49916","Epiblast"
"cell_49917","ExE endoderm"
"cell_49918","Visceral endoderm"
"cell_49919","Primitive Streak"
"cell_49920","Nascent mesoderm"
"cell_49921","Mesenchyme"
"cell_49922","Visceral endoderm"
"cell_49923","Nascent mesoderm"
"cell_49924","Epiblast"
"cell_49925","Rostral neurectoderm"
"cell_49926","Haematoendothelial progenitors"
"cell_49927","ExE ectoderm"
"cell_49928",NA
"cell_49929",NA
"cell_49930","Epiblast"
"cell_49931","Visceral endoderm"
"cell_49932",NA
"cell_49933",NA
"cell_49934",NA
"cell_49935","ExE endoderm"
"cell_49936","Notochord"
"cell_49937","ExE endoderm"
"cell_49938","Caudal epiblast"
"cell_49939","Epiblast"
"cell_49940","Nascent mesoderm"
"cell_49941","Surface ectoderm"
"cell_49942","Epiblast"
"cell_49943","Notochord"
"cell_49944","ExE ectoderm"
"cell_49945","Nascent mesoderm"
"cell_49946","ExE endoderm"
"cell_49947","Nascent mesoderm"
"cell_49948","Nascent mesoderm"
"cell_49949","Epiblast"
"cell_49950","Intermediate mesoderm"
"cell_49951","Surface ectoderm"
"cell_49952","Mesenchyme"
"cell_49953",NA
"cell_49954","Caudal epiblast"
"cell_49955","Epiblast"
"cell_49956",NA
"cell_49957","Haematoendothelial progenitors"
"cell_49958",NA
"cell_49959","ExE ectoderm"
"cell_49960","ExE ectoderm"
"cell_49961","ExE ectoderm"
"cell_49962","ExE ectoderm"
"cell_49963","ExE ectoderm"
"cell_49964","ExE endoderm"
"cell_49965",NA
"cell_49966","Primitive Streak"
"cell_49967",NA
"cell_49968","Rostral neurectoderm"
"cell_49969","Rostral neurectoderm"
"cell_49970","Rostral neurectoderm"
"cell_49971","Notochord"
"cell_49972","Nascent mesoderm"
"cell_49973","Def. endoderm"
"cell_49974","Caudal Mesoderm"
"cell_49975","Somitic mesoderm"
"cell_49976","Nascent mesoderm"
"cell_49977","Nascent mesoderm"
"cell_49978","ExE ectoderm"
"cell_49979","Primitive Streak"
"cell_49980","Mesenchyme"
"cell_49981","Rostral neurectoderm"
"cell_49982","Anterior Primitive Streak"
"cell_49983","ExE endoderm"
"cell_49984","Nascent mesoderm"
"cell_49985","Caudal epiblast"
"cell_49986",NA
"cell_49987","Mesenchyme"
"cell_49988","Epiblast"
"cell_49989",NA
"cell_49990","Intermediate mesoderm"
"cell_49991","Epiblast"
"cell_49992","ExE endoderm"
"cell_49993","Mixed mesoderm"
"cell_49994","ExE endoderm"
"cell_49995","Mesenchyme"
"cell_49996","Intermediate mesoderm"
"cell_49997","ExE endoderm"
"cell_49998","Epiblast"
"cell_49999",NA
"cell_50000","Rostral neurectoderm"
"cell_50001","Nascent mesoderm"
"cell_50002","ExE ectoderm"
"cell_50003","Rostral neurectoderm"
"cell_50004","Epiblast"
"cell_50005","ExE ectoderm"
"cell_50006","Epiblast"
"cell_50007","Mesenchyme"
"cell_50008","ExE endoderm"
"cell_50009","Caudal epiblast"
"cell_50010","ExE ectoderm"
"cell_50011","Caudal Mesoderm"
"cell_50012","Intermediate mesoderm"
"cell_50013",NA
"cell_50014","ExE ectoderm"
"cell_50015","Epiblast"
"cell_50016","Haematoendothelial progenitors"
"cell_50017",NA
"cell_50018","Mixed mesoderm"
"cell_50019","Primitive Streak"
"cell_50020","Intermediate mesoderm"
"cell_50021","Rostral neurectoderm"
"cell_50022","Nascent mesoderm"
"cell_50023","Mixed mesoderm"
"cell_50024","ExE ectoderm"
"cell_50025","Notochord"
"cell_50026","Nascent mesoderm"
"cell_50027",NA
"cell_50028",NA
"cell_50029","Rostral neurectoderm"
"cell_50030","Caudal epiblast"
"cell_50031","Blood progenitors 2"
"cell_50032","Mixed mesoderm"
"cell_50033","ExE ectoderm"
"cell_50034",NA
"cell_50035","ExE ectoderm"
"cell_50036","ExE ectoderm"
"cell_50037","Nascent mesoderm"
"cell_50038","Rostral neurectoderm"
"cell_50039",NA
"cell_50040","Mixed mesoderm"
"cell_50041","ExE endoderm"
"cell_50042","Mesenchyme"
"cell_50043","Surface ectoderm"
"cell_50044","Somitic mesoderm"
"cell_50045","Caudal neurectoderm"
"cell_50046","Nascent mesoderm"
"cell_50047","Caudal epiblast"
"cell_50048","ExE ectoderm"
"cell_50049","Rostral neurectoderm"
"cell_50050","Somitic mesoderm"
"cell_50051","ExE endoderm"
"cell_50052","Rostral neurectoderm"
"cell_50053","Nascent mesoderm"
"cell_50054","Epiblast"
"cell_50055","Nascent mesoderm"
"cell_50056","Haematoendothelial progenitors"
"cell_50057","Intermediate mesoderm"
"cell_50058","Rostral neurectoderm"
"cell_50059","Caudal neurectoderm"
"cell_50060",NA
"cell_50061",NA
"cell_50062","ExE ectoderm"
"cell_50063","Epiblast"
"cell_50064",NA
"cell_50065","Caudal epiblast"
"cell_50066","PGC"
"cell_50067",NA
"cell_50068","Nascent mesoderm"
"cell_50069","Nascent mesoderm"
"cell_50070","Pharyngeal mesoderm"
"cell_50071","Epiblast"
"cell_50072",NA
"cell_50073",NA
"cell_50074","Paraxial mesoderm"
"cell_50075","Allantois"
"cell_50076","Mixed mesoderm"
"cell_50077","Rostral neurectoderm"
"cell_50078","ExE endoderm"
"cell_50079",NA
"cell_50080",NA
"cell_50081","Surface ectoderm"
"cell_50082","Nascent mesoderm"
"cell_50083",NA
"cell_50084","ExE ectoderm"
"cell_50085",NA
"cell_50086","ExE endoderm"
"cell_50087","ExE endoderm"
"cell_50088","ExE ectoderm"
"cell_50089","ExE endoderm"
"cell_50090","Mesenchyme"
"cell_50091","Epiblast"
"cell_50092","Nascent mesoderm"
"cell_50093","Epiblast"
"cell_50094","Mesenchyme"
"cell_50095","Rostral neurectoderm"
"cell_50096","Epiblast"
"cell_50097",NA
"cell_50098","Blood progenitors 2"
"cell_50099",NA
"cell_50100","Primitive Streak"
"cell_50101","Epiblast"
"cell_50102","Epiblast"
"cell_50103","Haematoendothelial progenitors"
"cell_50104",NA
"cell_50105","Primitive Streak"
"cell_50106","Epiblast"
"cell_50107","Nascent mesoderm"
"cell_50108","Pharyngeal mesoderm"
"cell_50109","Mixed mesoderm"
"cell_50110","ExE ectoderm"
"cell_50111","Mesenchyme"
"cell_50112","Rostral neurectoderm"
"cell_50113","ExE ectoderm"
"cell_50114","ExE endoderm"
"cell_50115","Blood progenitors 2"
"cell_50116","ExE ectoderm"
"cell_50117","ExE mesoderm"
"cell_50118","Rostral neurectoderm"
"cell_50119","ExE ectoderm"
"cell_50120",NA
"cell_50121","Epiblast"
"cell_50122","Epiblast"
"cell_50123",NA
"cell_50124","Intermediate mesoderm"
"cell_50125",NA
"cell_50126","Caudal epiblast"
"cell_50127","Caudal epiblast"
"cell_50128","Mesenchyme"
"cell_50129","Epiblast"
"cell_50130","Rostral neurectoderm"
"cell_50131","Primitive Streak"
"cell_50132","Mixed mesoderm"
"cell_50133","Blood progenitors 2"
"cell_50134","Visceral endoderm"
"cell_50135",NA
"cell_50136","ExE ectoderm"
"cell_50137","Epiblast"
"cell_50138","Epiblast"
"cell_50139","Rostral neurectoderm"
"cell_50140","ExE endoderm"
"cell_50141","Rostral neurectoderm"
"cell_50142","Rostral neurectoderm"
"cell_50143","Gut"
"cell_50144","Caudal Mesoderm"
"cell_50145","Primitive Streak"
"cell_50146",NA
"cell_50147","Nascent mesoderm"
"cell_50148","ExE endoderm"
"cell_50149","Rostral neurectoderm"
"cell_50150","Rostral neurectoderm"
"cell_50151","Gut"
"cell_50152","Epiblast"
"cell_50153","Caudal epiblast"
"cell_50154",NA
"cell_50155",NA
"cell_50156","Haematoendothelial progenitors"
"cell_50157","ExE ectoderm"
"cell_50158","ExE ectoderm"
"cell_50159","Gut"
"cell_50160","Primitive Streak"
"cell_50161","ExE ectoderm"
"cell_50162","Blood progenitors 2"
"cell_50163","Intermediate mesoderm"
"cell_50164",NA
"cell_50165","Nascent mesoderm"
"cell_50166",NA
"cell_50167","ExE endoderm"
"cell_50168",NA
"cell_50169","ExE endoderm"
"cell_50170","ExE ectoderm"
"cell_50171","Mixed mesoderm"
"cell_50172","Nascent mesoderm"
"cell_50173","Caudal epiblast"
"cell_50174","Nascent mesoderm"
"cell_50175","ExE endoderm"
"cell_50176","Caudal epiblast"
"cell_50177",NA
"cell_50178","Rostral neurectoderm"
"cell_50179",NA
"cell_50180","ExE endoderm"
"cell_50181",NA
"cell_50182","Primitive Streak"
"cell_50183","ExE endoderm"
"cell_50184","Nascent mesoderm"
"cell_50185","Blood progenitors 1"
"cell_50186","Rostral neurectoderm"
"cell_50187","Nascent mesoderm"
"cell_50188","Blood progenitors 1"
"cell_50189",NA
"cell_50190",NA
"cell_50191","ExE ectoderm"
"cell_50192","Rostral neurectoderm"
"cell_50193","Nascent mesoderm"
"cell_50194","Epiblast"
"cell_50195","Rostral neurectoderm"
"cell_50196","ExE ectoderm"
"cell_50197",NA
"cell_50198","Rostral neurectoderm"
"cell_50199","ExE endoderm"
"cell_50200","Caudal Mesoderm"
"cell_50201",NA
"cell_50202","ExE mesoderm"
"cell_50203","Primitive Streak"
"cell_50204","Blood progenitors 2"
"cell_50205",NA
"cell_50206","Mesenchyme"
"cell_50207","Epiblast"
"cell_50208","Epiblast"
"cell_50209","Epiblast"
"cell_50210","Intermediate mesoderm"
"cell_50211","Rostral neurectoderm"
"cell_50212","ExE endoderm"
"cell_50213","Nascent mesoderm"
"cell_50214",NA
"cell_50215","ExE endoderm"
"cell_50216","Caudal epiblast"
"cell_50217","Nascent mesoderm"
"cell_50218","Pharyngeal mesoderm"
"cell_50219","Epiblast"
"cell_50220","Nascent mesoderm"
"cell_50221","Rostral neurectoderm"
"cell_50222","Allantois"
"cell_50223","ExE ectoderm"
"cell_50224","Anterior Primitive Streak"
"cell_50225","Caudal epiblast"
"cell_50226",NA
"cell_50227","Rostral neurectoderm"
"cell_50228",NA
"cell_50229","ExE ectoderm"
"cell_50230","Epiblast"
"cell_50231","ExE ectoderm"
"cell_50232",NA
"cell_50233","Caudal epiblast"
"cell_50234","Epiblast"
"cell_50235","ExE endoderm"
"cell_50236",NA
"cell_50237","ExE endoderm"
"cell_50238","ExE endoderm"
"cell_50239","Intermediate mesoderm"
"cell_50240","Blood progenitors 2"
"cell_50241","Mixed mesoderm"
"cell_50242",NA
"cell_50243","Visceral endoderm"
"cell_50244",NA
"cell_50245","ExE ectoderm"
"cell_50246",NA
"cell_50247","Pharyngeal mesoderm"
"cell_50248","Paraxial mesoderm"
"cell_50249","ExE mesoderm"
"cell_50250","Caudal epiblast"
"cell_50251","Mixed mesoderm"
"cell_50252","ExE ectoderm"
"cell_50253","Mixed mesoderm"
"cell_50254","ExE endoderm"
"cell_50255","Epiblast"
"cell_50256",NA
"cell_50257","Mesenchyme"
"cell_50258","ExE ectoderm"
"cell_50259","Rostral neurectoderm"
"cell_50260",NA
"cell_50261",NA
"cell_50262",NA
"cell_50263","Epiblast"
"cell_50264","ExE endoderm"
"cell_50265","Nascent mesoderm"
"cell_50266","Blood progenitors 2"
"cell_50267","ExE endoderm"
"cell_50268","Rostral neurectoderm"
"cell_50269","Nascent mesoderm"
"cell_50270","Epiblast"
"cell_50271","ExE mesoderm"
"cell_50272","ExE endoderm"
"cell_50273","ExE ectoderm"
"cell_50274","Mesenchyme"
"cell_50275","Nascent mesoderm"
"cell_50276","ExE endoderm"
"cell_50277","Blood progenitors 1"
"cell_50278","Mixed mesoderm"
"cell_50279","ExE endoderm"
"cell_50280","Nascent mesoderm"
"cell_50281","ExE ectoderm"
"cell_50282","ExE mesoderm"
"cell_50283",NA
"cell_50284","ExE endoderm"
"cell_50285","Blood progenitors 2"
"cell_50286","Caudal epiblast"
"cell_50287","Primitive Streak"
"cell_50288","ExE ectoderm"
"cell_50289","Epiblast"
"cell_50290",NA
"cell_50291","Epiblast"
"cell_50292",NA
"cell_50293","Nascent mesoderm"
"cell_50294",NA
"cell_50295","Primitive Streak"
"cell_50296","ExE ectoderm"
"cell_50297","Def. endoderm"
